nombre_sensor,fecha,lectura
Humedad,2008-04-01 00:38:03,-3.2025
Humedad,2008-04-01 00:38:04,-3.1875000000000004
Humedad,2008-04-01 00:38:05,-3.2012
Humedad,2008-04-01 00:38:06,-3.2041000000000004
Humedad,2008-04-01 00:38:07,-3.1982
Humedad,2008-04-01 00:38:08,-3.192
Humedad,2008-04-01 00:38:09,-3.1858
Humedad,2008-04-01 00:38:10,-3.2073
Humedad,2008-04-01 00:38:11,-3.1828000000000003
Humedad,2008-04-01 00:38:12,-3.2043
Humedad,2008-04-01 00:38:13,-3.1677000000000004
Humedad,2008-04-01 00:38:14,-3.1995000000000005
Humedad,2008-04-01 00:38:15,-3.1950000000000003
Humedad,2008-04-01 00:38:16,-3.1858000000000004
Humedad,2008-04-01 00:38:17,-3.1797
Humedad,2008-04-01 00:38:18,-3.2042
Humedad,2008-04-01 00:38:19,-3.1951
Humedad,2008-04-01 00:38:20,-3.1829
Humedad,2008-04-01 00:38:21,-3.2133000000000003
Humedad,2008-04-01 00:38:22,-3.1951
Humedad,2008-04-01 00:38:23,-3.1889
Humedad,2008-04-01 00:38:24,-3.2026499999999998
Humedad,2008-04-01 00:38:25,-3.1952000000000003
Humedad,2008-04-01 00:38:26,-3.1888
Humedad,2008-04-01 00:38:27,-3.1859
Humedad,2008-04-01 00:38:28,-3.2071000000000005
Humedad,2008-04-01 00:38:29,-3.1981
Humedad,2008-04-01 00:38:30,-3.1981
Humedad,2008-04-01 00:38:31,-3.1889000000000003
Humedad,2008-04-01 00:38:32,-3.1951
Humedad,2008-04-01 00:38:33,-3.2012
Humedad,2008-04-01 00:38:34,-3.2073
Humedad,2008-04-01 00:38:35,-3.1738000000000004
Humedad,2008-04-01 00:38:36,-3.1767000000000003
Humedad,2008-04-01 00:38:37,-3.2042
Humedad,2008-04-01 00:38:38,-3.1736000000000004
Humedad,2008-04-01 00:38:39,-3.2103
Humedad,2008-04-01 00:38:40,-3.2040000000000006
Humedad,2008-04-01 00:38:41,-3.15995
Humedad,2008-04-01 00:38:42,-3.192
Humedad,2008-04-01 00:38:43,-3.2042
Humedad,2008-04-01 00:38:44,-3.1736
Humedad,2008-04-01 00:38:45,-3.1858
Humedad,2008-04-01 00:38:46,-3.1980999999999997
Humedad,2008-04-01 00:38:47,-3.1981
Humedad,2008-04-01 00:38:48,-3.1980000000000004
Humedad,2008-04-01 00:38:49,-3.2073
Humedad,2008-04-01 00:38:50,-3.2163000000000004
Humedad,2008-04-01 00:38:51,-3.1768
Humedad,2008-04-01 00:38:52,-3.1889000000000003
Humedad,2008-04-01 00:38:53,-3.1920000000000006
Humedad,2008-04-01 00:38:54,-3.2163000000000004
Humedad,2008-04-01 00:38:55,-3.1798
Humedad,2008-04-01 00:38:56,-3.2071000000000005
Humedad,2008-04-01 00:38:57,-3.2011000000000003
